company_id,type,rule_id,text,confidence_pct
NHPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
NTPC,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
NTPC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
NTPC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
ONGC,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
ONGC,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
PFC,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PFC,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
PFC,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
PFC,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
PIDILITIND,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
PIDILITIND,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
PIDILITIND,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
PIDILITIND,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
PNB,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
PNB,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
POWERGRID,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
POWERGRID,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
POWERGRID,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
POWERGRID,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
RECLTD,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
RECLTD,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
RECLTD,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
RELIANCE,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
RELIANCE,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
RELIANCE,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
SBILIFE,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBILIFE,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
SBIN,pro,PRO_03,Debt-free balance sheet provides financial flexibility and eliminates interest burden,95
SBIN,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
SHREECEM,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
SHREECEM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SHREECEM,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
SHREECEM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
SHREECEM,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
SHRIRAMFIN,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
SHRIRAMFIN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SHRIRAMFIN,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
SIEMENS,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
SIEMENS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SIEMENS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
SIEMENS,pro,PRO_09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,90
SIEMENS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SIEMENS,pro,PRO_11,Revenue growing slower than profits shows improving operating leverage and scale benefits,85
SIEMENS,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
SUNPHARMA,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
SUNPHARMA,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
SUNPHARMA,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
SUNPHARMA,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
TATACONSUM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TATAMOTORS,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
TATAMOTORS,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
TATAMOTORS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TATAMOTORS,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
TATAMOTORS,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
TATAPOWER,pro,PRO_FALLBACK_PAT,Consistently profitable operation generates baseline positive earnings,70
TATAPOWER,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
TATASTEEL,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATASTEEL,con,CON_05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,90
TATASTEEL,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TATASTEEL,con,CON_10,Return on capital employed below 10% suggests the business is not generating sufficient returns on invested capital,85
TCS,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TCS,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TCS,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TCS,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TCS,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
TECHM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TECHM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TECHM,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
TITAN,pro,PRO_01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,95
TITAN,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
TITAN,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TITAN,con,CON_08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,85
TORNTPHARM,pro,PRO_02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,PRO_05,Operating profit margin above 25% indicates strong pricing power and cost discipline,85
TORNTPHARM,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TORNTPHARM,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TORNTPHARM,pro,PRO_12,Growing asset base funded by internal accruals reflects self-sustaining growth,85
TORNTPHARM,con,CON_FALLBACK_VALUATION,Elevated price-to-earnings valuation leaves limited margin of safety for future earnings misses,75
TRENT,pro,PRO_02_SUB,Strong free cash flow generation over recent years signals healthy business fundamentals,80
TRENT,pro,PRO_07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,90
TRENT,pro,PRO_08,Consistent dividend yield above 2% backed by positive free cash flow,85
TRENT,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TRENT,con,CON_FALLBACK_GENERIC,Cyclical industry exposure and vulnerability to macroeconomic growth fluctuations,65
TVSMOTOR,pro,PRO_10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,con,CON_02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
TVSMOTOR,con,CON_11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,85
